Script ID,Item,Item type,Item question,Question Response
E10I121109,The trumpeter who the drummer loved formed the band two years ago.,,Did the trumpeter start the band?,Y
E10I131110,The intern who the boss feared disregarded the messages on her voicemail.,,Did the intern ignore her voicemail?,Y
E10I141111,The roommate who the landlord annoyed slammed the door of the apartment.,,Did the roommate close the door loudly?,Y
E10I151112,The player who the coach avoided entered the room at the gym.,,Did the player come into the room?,Y
E10I161113,The mayor who the advisor called requested an update on the project.,,Did the mayor ask for new project details?,Y
F11I11114,The clerk at the records office clarified the confusing statement on the application.,Filler,Was the statement very straightforward?,N
F11I21115,The handsome prince offered but his bride's family declined the fortune.,Filler,Would the prince remain a bachelor?,N
F11I31116,The two friends wagered their allowance on who would get the highest test score.,Filler,Did the friends bet on a baseball game?,N
F11I41117,The mysterious woman divulged her deepest and darkest secrets to the bus driver.,Filler,Was the woman very shy?,N
F11I51118,The radio newscaster verified the short and exciting report before the broadcast.,Filler,Was the report true?,Y
F11I61119,The bargain shopper saw the beautiful and expensive raincoat after the sale was over.,Filler,Was the shopper careless with cash?,N
F11I71120,The exuberant team planned a huge and extravagant party for after the game.,Filler,Did the team feel good about things?,Y
F11I81121,The science teacher verified the unexpected results because she found them implausible.,Filler,Did the results seem strange?,Y
F11I91122,The temporary assistant saw the short and inappropriate memo while rummaging through the files.,Filler,Did the assistant notice the memo?,Y
F11I101123,The injured man imagined the attack while in the emergency room.,Filler,Had the man been assaulted?,Y
F11I111124,The worried mother determined the explanation for why her son had been avoiding her.,Filler,Was the mother concerned about her son?,Y
F11I121125,The flight attendant clarified the instructions when the passengers asked questions.,Filler,Was the flight attendant helpful?,Y
F11I131126,The church workers offered the kids a free bible and some coloring books.,Filler,Did the workers offer them food?,N
F11I141127,The curious girl comprehended the answer but asked the question again.,Filler,Did the girl understand the first time?,Y
F11I151128,The office staff raced but there was no clear winner.,Filler,Did someone come in first place?,N
F11I161129,The teacher's assistant divulged the purpose of her colleague's absence.,Filler,Did the assistant know the purpose?,Y
F11I171130,Many of the cheerleaders recalled the difficult and strenuous routine from last year's homecoming game.,Filler,Did the cheerleaders forget the routine?,N
F11I181131,The attorneys for the family disputed the authorities' version of what transpired.,Filler,Were the events completely agreed upon?,N
F11I191132,The wealthy investor regretted the bad and unfortunate decision once he realized the consequences.,Filler,Was the investor rich?,Y
F11I201133,The models in the fashion show revealed their stylish tank tops.,Filler,Were the models wearing sweaters?,N
F11I211134,The I.R.S. agent demanded the full amount the week following the audit.,Filler,Did the audit go well?,N
F11I221135,The poodle recognized his owner's scent on the clothing that was discovered.,Filler,Did the dog have a keen sense of smell?,Y
F11I231136,The waitress promised her regulars a free cup of coffee.,Filler,Would the regulars have eggs?,N
F11I241137,The foreign students sat down but couldn't understand the lecture.,Filler,Were the students a bit confused?,Y
F11I251138,The angry mob announced their demands but still refused to negotiate.,Filler,Did the mob want to compromise?,N
F11I261139,The nervous teenager lied to the judge to avoid incriminating his friend.,Filler,Did the witness commit perjury?,Y
F11I271140,The bored librarian painted her fingernails after shelving several books.,Filler,Was the librarian very busy?,N
F11I281141,The interior decorator hammered away and hung the painting on the wall.,Filler,Did the decorator hang a poster?,N
F11I291142,The new salesman insulted the stranger and she left the store.,Filler,Was the stranger satisfied?,N
F11I301143,The soccer player kicked the ball through the goalie's hands.,Filler,Did the soccer player score?,Y
F11I311144,The thoughtful daughter cared for her elderly mother.,Filler,Was the mother taken care of?,Y
F11I321145,The new homeowner slept in the room next to the garden.,Filler,Did the homeowner sleep near plants and shrubs?,Y
E1I11146,While Sally bathed the calf that was stubborn and restless head-butted the barn wall.,RAT- ambiguous,Did Sally bathe?,Y

E1I21147,As the aid groomed the patient that was confused and forgetful wandered the hospital.,RAT- ambiguous,Did the aid groom herself?,Y

E1I31148,While the soldier dried off the gun that was antique and rusty fired clouds of smoke.,RAT- ambiguous,Did the soldier dry himself off?,Y

E1I41149,While the outfielder scratched the tree that was supple and young waved in the breeze.,RAT- ambiguous,Did the outfielder scratch himself?  ,Y

E1I51150,As the nun settled down the convent that was pious and devoted welcomed the Pope.,RAT- ambiguous,Did the nun settle down?,Y

E1I61151,While Theresa undressed the girl who was wet and embarrassed stood in the corner.,RAT- ambiguous,Did Theresa undress herself?,Y

E1I71152,As Neville woke up the lady that was elegant and wealthy snorted in disapproval.,RAT- ambiguous,Did Neville wake up?,Y

E1I81153,While the guest hid the present that was extravagant and glittering sat on the table.,RAT- ambiguous,Did the guest hide?,Y

E1I91154,As the butler dressed the salad that was fresh and green was prepared for dinner.,RAT- ambiguous,Did the butler dress himself?,Y

E1I101155,While the handyman washed the car that was red and flashy drove down the road.,RAT- ambiguous,Did the handiman wash himself?,Y

E1I111156,As Marcus shaved the sheep that was fluffy and woolly bleated in its pen.,RAT- ambiguous,Did Marcus shave?,Y

E1I121157,As the team calmed down the coach that was stern and formidable bought a victory lunch.,RAT- ambiguous,Did the team calm down?,Y

E2I11158,The deck that was grimy and dark creaked eerily while the pool boy showered.,RAT- unambiguous,Did the pool boy take a shower?,Y

E2I21159,The paper that was pink and flowery began to peel as Angela stripped.,RAT- unambiguous,Did Angela strip?,Y

E2I31160,The goods that were conspicuous and grand drew attention from pedestrians while the thief covered up.,RAT- unambiguous,Did the thief cover himself up?,Y

E2I41161,The co-anchor that was chatty and likable read the prompt as the newscaster put make-up on.,RAT- unambiguous,Did the newscaster put make-up on?,Y

E2I51162,The knot that was aching and sore throbbed in her thigh while Cora worked out.,RAT- unambiguous,Did Cora work out?,Y

E2I61163,The badge that was battered and clunky broke in half as the agent lay down.,RAT- unambiguous,Did the agent lie down?  ,Y

E2I71164,The drill that was repetitive and exhausting stopped hurting the recruits as the sergeant changed.,RAT- unambiguous,Did the sergeant change?,Y

E2I81165,The assistant that was efficient and knowledgeable packed boxes while the executive transferred.,RAT- unambiguous,Did the executive transfer?,Y

E2I91166,The greens that were nutritious and plentiful grew under heat lamps while the chef soaked.,RAT- unambiguous,Did the chef soak himself?,Y

E2I101167,The champion that was muscular and agitated punched his opponent as the coach disrobed.,RAT- unambiguous,Did the coach disrobe?,Y

E2I111168,The witness that was nervous and fidgety started to hyperventilate while the lawyer prepared.,RAT- unambiguous,Did the lawyer prepare himself?,Y

E2I121169,The treasure that was valuable and lucrative gained interest as the miser relocated.,RAT- unambiguous,Did the miser relocate?,Y

F3I11170,As Mark packed the suitcase Neil called the travel agent.,filler1,Did Neil pack the suitcase? ,N

F3I21171,While the ambassador toured the country the bomb that was large and disastrous exploded in the capital.,filler1,Did the ambassador tour a castle? ,N

F3I31172,As the police chased the prisoner they crashed their car.,filler1,Did the prisoner crash his car? ,N

F3I41173,While the cashier bagged the groceries the customer that was flustered and rushing dropped the coupons.,filler1,Did the cashier drop the bag? ,N

F3I51174,As the repairman patched the roof that was leaky and slippery he fell on the tiles.,filler1,Did the repairman fix the floor? ,N

F3I61175,While the lawyer argued the case the jury that was arrogant and disrespectful slept in the courtroom.,filler1,Did the jury pay close attention? ,N

F3I71176,As the grandma recited the story the son read in bed.,filler1,Did the grandma sleep in bed? ,N

F3I81177,While Janis watched the fish she cleaned the tank.,filler1,Did Janis watch the cat? ,N

F3I91178,As Michael stirred the filling the crust that was golden and delicious baked in the oven.,filler1,Did the filling bake in the oven? ,N

F3I101179,While Alexander tasted the wine the butler answered the door.,filler1,Did the butler taste the wine? ,N

F3I111180,As the researcher compiled the data he created graphs.,filler1,Did a lab assistant create the graphs? ,N

F3I121181,While the father prepared the burgers he covered them with pepper.,filler1,Did the father cover the burgers with mustard? ,N

F3I131182,As Christy recited the monologue the sister that was bored and sleepy left the room.,filler1,Did Christ recite the monologue? ,Y

F3I141183,While Jennifer held the cigar that was aged and expensive she told bad jokes.,filler1,Did Jennifer tell bad jokes? ,Y

F3I151184,As the realtor sold the house that was large and brick she celebrated with her colleagues.,filler1,Did the realtor sell the house? ,Y

F3I161185,While the mother woke the son that was lazy and irresponsible she realized he was late for work.,filler1,Did the mother wake the son? ,Y

F3I171186,As the grandpa picked the raspberries that were large and ripe he saved them for the granddaughter.,filler1,Did the grandpa pick the raspberries? ,Y

F3I181187,While the man reversed the car he listened to the radio.,filler1,Did the man reverse the car? ,Y

F3I191188,As the cat chased the mouse that was small and grey it slid on the linoleum.,filler1,Did the cat chase the mouse? ,Y

F3I201189,While Richard dried the fruit that was ripe and delicious he bagged it for trail mix.,filler1,Did Richard dry the fruit? ,Y

F3I211190,As the waiter lit the candle that was tall and thin he took the couple's order.,filler1,Did the waiter light the candle? ,Y

F3I221191,While the kids teased the friend they watched the movie.,filler1,Did the kids watch the movie? ,Y

F3I231192,As the golfer swung the club the caddy pulled the cart.,filler1,Did the caddy pull the cart? ,Y

F3I241193,As the artist demonstrated the technique the painting that was exquisite and delicate fell off the easel.,filler1,Did the paiting fall off the easel? ,Y

F3I251194,While the woman jumped rope she sprained her ankle.,filler1,Did the woman jump rope? ,Y

F3I261195,While the archer aimed the bow the bird hid in the tree.,filler1,Did the archer aim the bow? ,Y

F3I271196,While the goalie smoothed the ice that was rough and melting he fell on the center line.,filler1,Did the goalie maitain his balance? ,N

F3I281197,As NASA launched the shuttle they taunted the Russians.,filler1,Did NASA reconcile with the Russians? ,N

F3I291198,As the chef sampled the sauce she boiled the noodles.,filler1,Did the chef make pastries? ,N

F3I301199,As the skier removed the skies he collapsed in the snow.,filler1,Did the skier keep his skies on? ,N

F3I311200,As the maid tidied the house she made the bed.,filler1,Did the maid vacuum the floor? ,N

F3I321201,As the contestant spun the wheel that was large and colorful she clapped her hands.,filler1,Did the contestant stay quiet? ,N

F3I331202,While the secretary made the photocopy that was brief and important she broke the Xerox machine.,filler1,Did the secretar send a fax? ,N

F3I341203,As the campers built the fire they gathered more wood.,filler1,Did the campers douse the fire? ,N

F3I351204,As the biologist observed the specimen the patient that was feverish and dying screamed in pain.,filler1,Did the patiet feel better? ,N

F3I361205,While the actor memorized the lines he walked his dog.,filler1,Did the actor walk aloe? ,N

F3I371206,While the ghost rattled the chains that were metal and heavy it woke the tired child.,filler1,Did the child rattle chains? ,N

F3I381207,As the salesman laced the shoe that was small and narrow he slid it on the customer's foot.,filler1,Did the customer wear a large and wide shoe? ,N

F3I391208,While the doctor injected the medicine that was green and bubbly he held the patient.,filler1,Did the doctor give the patient a pill? ,N

F3I401209,While the student used the clarinet the brother covered his ears.,filler1,Did the brother listen attetively? ,N

F3I411210,While the choir sang the hymn the child squirmed in the pew.,filler1,Did the child sing a hymn? ,N

F3I421211,While the minister married the couple he wore the robe.,filler1,Did the minister perform funeral services? ,N

F4I11212,The poodle sniffed the food as he scratched his ear.,filler1,Did the poodle sniff the food?,Y

F4I21213,Mabel fixed the socks while she watched the TV.,filler2,Did Mabel watch the fire? ,N

F4I31214,Joseph freed the bird that was red and yellow as the zookeeper watched in horror.,filler2,Did Joseph free the lion? ,N

F4I41215,The mother served the broccoli while the kids banged the table.,filler2,Did the kids bang the gong? ,N

F4I51216,The tornado destroyed the city hall that was modern and spectacular as it visited the city.,filler2,Did the tornado destroy the auditorium? ,N

F4I61217,The butterfly fluttered her wings while she laid the eggs.,filler2,Did the butterfly flutter her wings? ,Y

F4I71218,Fido gnawed the milk bone that was small and tasty as Dave fed the cat.,filler2,Did Dave feed the cat? ,Y

F4I81219,The camper stirred the beans that were brown and scrumptious while the fire warmed the pot.,filler2,Did the fire warm the house? ,N

F4I91220,The mistress applied lipstick as she rode the bike.,filler2,Did the mistress ride the bike? ,Y

F4I101221,The gymnast hurt her ankle that was twisted and swollen while she completed the vault.,filler2,Did the gymnast complete the vault? ,Y

F4I111222,The professor scolded the student that was conscientious and reliable as they bumped in the hallway.,filler2,Did the professor scold the senator? ,N

F4I121223,The grandma braided the pigtails that were thick and blonde while she groomed the girl.,filler2,Did the grandma braid the pigtails? ,Y

F4I131224,Andrew observed the house that was dark and haunted as the mother baked the cookies.,filler2,Did the mother bake the cookies? ,Y

F4I141225,The exterminator entered the school while the cockroaches scurried.,filler2,Did the exterminator enter the restaurant? ,N

F4I151226,Gary lost the data that was rare and critical as he reformatted his hard drive.,filler2,Did Gary reformat his hard drive? ,Y

F4I161227,Yasmeen memorized the formula that was long and complicated while the instructor erased the board.,filler2,Did the instructor erase the hard drive? ,N

F4I171228,The cowboy branded the cow as he warmed the instrument over the fire.,filler2,Did the cowboy brand the goat? ,N

F4I181229,The mother comforted the toddler that was chubby and scared while the clown handed him a balloon.,filler2,Did the mother comfort the toddler? ,Y

F4I191230,The fireman rescued the kitten as the house burned to the ground.,filler2,Did the fireman rescue the kitten? ,Y

F4I201231,The referee blew the whistle while he noticed the foul.,filler2,Did the referee notice the foul? ,Y

F4I211232,The hostess folded the bedspread that was pink and musty as the guest entered the bedroom.,filler2,Did the hostess fold the bedspread? ,Y

F4I221233,The kids mixed the ingredients while Tim kneaded the dough.,filler2,Did Tim knead the dough? ,Y

F4I231234,The patient threatened suicide as the psychiatrist administered drugs.,filler2,Did the psychiatrist administer drugs? ,Y

F4I241235,The guitarist plucked the guitar that was old and flat while the lovers entered the room.,filler2,Did the guitarist pluck the guitar? ,Y

F4I251236,The toddler wore the pajamas as he went to bed.,filler2,Did the toddler go to bed? ,Y

F4I261237,Mickey watched the parade while the drummer dropped his instrument.,filler2,Did the drummer drop his pants? ,N

F4I271238,The woman cashed the check that was valuable and important as she stopped at the bank.,filler2,Did the woman cash the check? ,Y

F4I281239,The archaeologist dug the pit that was deep and muddy as the supervisor broke the artifact.,filler2,Did the supervisor break the computer? ,N

F4I291240,The wife washed the dishes as the husband did the laundry.,filler2,Did the wife wash the windows? ,N

F4I301241,The class left the building that was large and brick as it formed a line.,filler2,Did the class leave a restaurant? ,N

F4I311242,The bat bit James as he screamed.,filler2,Did the bat bite Kelly? ,N

F4I321243,The truck driver wiped his brow while he removed his shirt.,filler2,Did the truck driver remove his watch? ,N

F4I331244,The pitcher threw the pitch that was low and inside while the batter held the bat.,filler2,Did the batter hold the pipe? ,N

F4I341245,Desmond held the football that was heavy and brown while Kevin took a fall.,filler2,Did Desmond hold the kitten? ,N

F4I351246,Diana requested the painkiller as she began childbirth.,filler2,Did Diana request a hamburger? ,N

F4I361247,Kate bought the vase that was gorgeous and delicate while the shopkeeper earned commission.,filler2,Did Kate buy the picture frame? ,N

F4I371248,The judge addressed the jury that was rude and inattentive as the witness gave the testimony.,filler2,Did the judge address the class? ,N

F4I381249,The blonde wore the bikini while she washed the car.,filler2,Did the blonde wash her hair? ,N

F4I391250,The soldier went to war while the wife worried at home.,filler2,Did the wife worry at home? ,Y

F4I401251,The postman delivered the package that was large and heavy while the neighbor watered the plants.,filler2,Did the neighbor deliver the package? ,N

F4I411252,The construction worker eyed Karen as he poured the cement.,filler2,Did the construction worker weld a bolt? ,N

F4I421253,The carpenter sanded the wood that was light and knotty as Marcia built the bench.,filler2,Did Marcia build the wagon? ,N

F4I431254,The golden retriever buried the bone as he refilled the hole.,filler2,Did the golden retriever bury the toy? ,N

F4I441255,The zookeeper held the snake that was strong and brown as the children touched it.,filler2,Did the children touch a bird? ,N

F4I451256,The consumer contracted salmonella as she ate the hamburger.,filler2,Did the consumer eat the lemon? ,N

F4I461257,The designer earned money while the miniskirt became popular.,filler2,Did the designer lose money? ,N

F4I471258,The bowler whispered a prayer while he threw the ball.,filler2,Did the bowler use a racket? ,N

F4I481259,The boys forgot the books that were heavy and thick as they left for school.,filler2,Did the boys bring their books? ,N

